[205, 258, 292], [205, 258, 269]
[59, 98, 173], [98, 173, 317]
[98, 126, 173], [60, 98, 173]
[98, 126, 173], [63, 98, 173]
[98, 126, 173], [98, 173, 317]
[60, 98, 173], [63, 98, 173]
[60, 98, 173], [98, 173, 317]
[63, 98, 173], [98, 173, 317]
[110, 236, 264], [110, 236, 241]
[172, 265, 287], [172, 205, 265]
[172, 265, 287], [141, 172, 265]
[172, 265, 287], [172, 265, 281]
[172, 265, 287], [172, 202, 265]
[172, 205, 265], [141, 172, 265]
[172, 205, 265], [172, 265, 281]
[172, 205, 265], [172, 202, 265]
[141, 172, 265], [172, 265, 281]
[141, 172, 265], [172, 202, 265]
[172, 265, 281], [172, 202, 265]
[172, 265, 287], [172, 287, 305]
[172, 265, 287], [172, 207, 287]
[172, 265, 287], [172, 287, 316]
[172, 265, 287], [11, 172, 287]
[172, 265, 287], [141, 172, 287]
[172, 265, 287], [172, 287, 301]
[172, 287, 305], [172, 207, 287]
[172, 287, 305], [172, 287, 316]
[172, 287, 305], [11, 172, 287]
[172, 287, 305], [141, 172, 287]
[172, 287, 305], [172, 287, 301]
[172, 207, 287], [172, 287, 316]
[172, 207, 287], [11, 172, 287]
[172, 207, 287], [141, 172, 287]
[172, 207, 287], [172, 287, 301]
[172, 287, 316], [11, 172, 287]
[172, 287, 316], [141, 172, 287]
[172, 287, 316], [172, 287, 301]
[11, 172, 287], [141, 172, 287]
[11, 172, 287], [172, 287, 301]
[141, 172, 287], [172, 287, 301]
[172, 265, 287], [141, 265, 287]
[172, 265, 287], [265, 287, 292]
[141, 265, 287], [265, 287, 292]
[56, 264, 286], [56, 225, 286]
[56, 264, 286], [55, 56, 286]
[56, 264, 286], [15, 56, 286]
[56, 264, 286], [56, 87, 286]
[56, 225, 286], [55, 56, 286]
[56, 225, 286], [15, 56, 286]
[56, 225, 286], [56, 87, 286]
[55, 56, 286], [15, 56, 286]
[55, 56, 286], [56, 87, 286]
[15, 56, 286], [56, 87, 286]
[56, 264, 286], [87, 264, 286]
[56, 264, 286], [247, 264, 286]
[87, 264, 286], [247, 264, 286]
[213, 223, 326], [199, 213, 223]
[213, 223, 326], [207, 213, 223]
[213, 223, 326], [213, 223, 256]
[199, 213, 223], [207, 213, 223]
[199, 213, 223], [213, 223, 256]
[207, 213, 223], [213, 223, 256]
[126, 177, 316], [9, 126, 316]
[136, 202, 272], [136, 144, 202]
[136, 202, 272], [202, 269, 272]
[49, 187, 196], [73, 187, 196]
[49, 187, 196], [184, 187, 196]
[49, 187, 196], [174, 187, 196]
[49, 187, 196], [187, 189, 196]
[73, 187, 196], [184, 187, 196]
[73, 187, 196], [174, 187, 196]
[73, 187, 196], [187, 189, 196]
[184, 187, 196], [174, 187, 196]
[184, 187, 196], [187, 189, 196]
[174, 187, 196], [187, 189, 196]
[20, 150, 224], [18, 20, 150]
[43, 135, 267], [43, 56, 135]
[43, 135, 267], [43, 135, 186]
[43, 135, 267], [43, 135, 312]
[43, 135, 267], [15, 43, 135]
[43, 56, 135], [43, 135, 186]
[43, 56, 135], [43, 135, 312]
[43, 56, 135], [15, 43, 135]
[43, 135, 186], [43, 135, 312]
[43, 135, 186], [15, 43, 135]
[43, 135, 312], [15, 43, 135]
[142, 281, 293], [142, 150, 293]
[142, 281, 293], [142, 293, 305]
[142, 150, 293], [142, 293, 305]
[100, 170, 174], [72, 100, 170]
[100, 170, 174], [100, 126, 170]
[100, 170, 174], [100, 107, 170]
[72, 100, 170], [100, 126, 170]
[72, 100, 170], [100, 107, 170]
[100, 126, 170], [100, 107, 170]
[5, 217, 222], [5, 6, 217]
[5, 217, 222], [6, 217, 222]
[4, 117, 130], [4, 108, 130]
[4, 117, 130], [4, 32, 130]
[4, 117, 130], [4, 66, 130]
[4, 117, 130], [4, 85, 130]
[4, 108, 130], [4, 32, 130]
[4, 108, 130], [4, 66, 130]
[4, 108, 130], [4, 85, 130]
[4, 32, 130], [4, 66, 130]
[4, 32, 130], [4, 85, 130]
[4, 66, 130], [4, 85, 130]
[7, 66, 108], [7, 76, 108]
[21, 167, 323], [21, 22, 323]
[21, 167, 323], [21, 27, 323]
[21, 167, 323], [21, 318, 323]
[21, 22, 323], [21, 27, 323]
[21, 22, 323], [21, 318, 323]
[21, 27, 323], [21, 318, 323]
[49, 100, 118], [49, 100, 174]
[32, 33, 86], [28, 32, 86]
[32, 33, 86], [32, 85, 86]
[32, 33, 86], [29, 32, 86]
[28, 32, 86], [32, 85, 86]
[28, 32, 86], [29, 32, 86]
[32, 85, 86], [29, 32, 86]
[147, 148, 297], [147, 148, 285]
[147, 148, 297], [35, 147, 148]
[147, 148, 285], [35, 147, 148]
[28, 29, 76], [29, 76, 101]
[28, 29, 76], [29, 76, 85]
[28, 29, 76], [29, 76, 91]
[29, 76, 101], [29, 76, 85]
[29, 76, 101], [29, 76, 91]
[29, 76, 85], [29, 76, 91]
[147, 244, 251], [147, 214, 244]
[147, 244, 251], [147, 244, 285]
[147, 244, 251], [147, 244, 297]
[147, 244, 251], [147, 184, 244]
[147, 214, 244], [147, 244, 285]
[147, 214, 244], [147, 244, 297]
[147, 214, 244], [147, 184, 244]
[147, 244, 285], [147, 244, 297]
[147, 244, 285], [147, 184, 244]
[147, 244, 297], [147, 184, 244]
[147, 244, 251], [147, 251, 285]
[147, 244, 251], [35, 244, 251]
[147, 244, 251], [244, 251, 285]
[147, 244, 251], [148, 244, 251]
[35, 244, 251], [244, 251, 285]
[35, 244, 251], [148, 244, 251]
[244, 251, 285], [148, 244, 251]
[205, 299, 303], [133, 299, 303]
[49, 63, 125], [49, 63, 189]
[49, 63, 125], [49, 125, 180]
[49, 63, 125], [53, 63, 125]
[49, 63, 125], [51, 63, 125]
[49, 63, 125], [63, 75, 125]
[53, 63, 125], [51, 63, 125]
[53, 63, 125], [63, 75, 125]
[51, 63, 125], [63, 75, 125]
[173, 196, 260], [51, 196, 260]
[173, 196, 260], [196, 260, 314]
[51, 196, 260], [196, 260, 314]
[78, 84, 163], [78, 79, 84]
[78, 84, 163], [77, 78, 84]
[78, 79, 84], [77, 78, 84]
[78, 84, 163], [78, 163, 193]
[78, 84, 163], [77, 78, 163]
[78, 163, 193], [77, 78, 163]
[58, 163, 245], [77, 163, 245]
[28, 41, 92], [28, 41, 47]
[28, 41, 92], [28, 41, 108]
[28, 41, 92], [28, 41, 42]
[28, 41, 92], [28, 41, 76]
[28, 41, 92], [28, 41, 101]
[28, 41, 92], [28, 41, 85]
[28, 41, 92], [28, 41, 91]
[28, 41, 92], [28, 41, 48]
[28, 41, 92], [28, 41, 107]
[28, 41, 47], [28, 41, 108]
[28, 41, 47], [28, 41, 42]
[28, 41, 47], [28, 41, 76]
[28, 41, 47], [28, 41, 101]
[28, 41, 47], [28, 41, 85]
[28, 41, 47], [28, 41, 91]
[28, 41, 47], [28, 41, 48]
[28, 41, 47], [28, 41, 107]
[28, 41, 108], [28, 41, 42]
[28, 41, 108], [28, 41, 76]
[28, 41, 108], [28, 41, 101]
[28, 41, 108], [28, 41, 85]
[28, 41, 108], [28, 41, 91]
[28, 41, 108], [28, 41, 48]
[28, 41, 108], [28, 41, 107]
[28, 41, 42], [28, 41, 76]
[28, 41, 42], [28, 41, 101]
[28, 41, 42], [28, 41, 85]
[28, 41, 42], [28, 41, 91]
[28, 41, 42], [28, 41, 48]
[28, 41, 42], [28, 41, 107]
[28, 41, 76], [28, 41, 101]
[28, 41, 76], [28, 41, 85]
[28, 41, 76], [28, 41, 91]
[28, 41, 76], [28, 41, 48]
[28, 41, 76], [28, 41, 107]
[28, 41, 101], [28, 41, 85]
[28, 41, 101], [28, 41, 91]
[28, 41, 101], [28, 41, 48]
[28, 41, 101], [28, 41, 107]
[28, 41, 85], [28, 41, 91]
[28, 41, 85], [28, 41, 48]
[28, 41, 85], [28, 41, 107]
[28, 41, 91], [28, 41, 48]
[28, 41, 91], [28, 41, 107]
[28, 41, 48], [28, 41, 107]
[207, 213, 296], [213, 234, 296]
[207, 213, 296], [213, 296, 326]
[213, 234, 296], [213, 296, 326]
[67, 68, 231], [67, 68, 96]
[28, 41, 47], [28, 47, 107]
[3, 32, 38], [32, 38, 121]
[33, 64, 65], [33, 64, 115]
[33, 64, 65], [33, 61, 64]
[33, 64, 65], [32, 33, 64]
[33, 64, 65], [33, 64, 117]
[33, 64, 115], [33, 61, 64]
[33, 64, 115], [32, 33, 64]
[33, 64, 115], [33, 64, 117]
[33, 61, 64], [32, 33, 64]
[33, 61, 64], [33, 64, 117]
[32, 33, 64], [33, 64, 117]
[51, 131, 159], [51, 52, 159]
[51, 131, 159], [51, 159, 314]
[51, 52, 159], [51, 159, 314]
[112, 219, 243], [112, 218, 243]
[112, 219, 243], [104, 112, 243]
[112, 219, 243], [12, 112, 243]
[112, 219, 243], [105, 112, 243]
[112, 218, 243], [104, 112, 243]
[112, 218, 243], [12, 112, 243]
[112, 218, 243], [105, 112, 243]
[104, 112, 243], [12, 112, 243]
[104, 112, 243], [105, 112, 243]
[12, 112, 243], [105, 112, 243]
[16, 47, 107], [28, 47, 107]
[16, 47, 107], [42, 47, 107]
[16, 47, 107], [13, 47, 107]
[28, 47, 107], [42, 47, 107]
[28, 47, 107], [13, 47, 107]
[42, 47, 107], [13, 47, 107]
[17, 55, 92], [17, 92, 107]
[6, 222, 249], [6, 217, 222]
[6, 222, 249], [6, 216, 222]
[6, 217, 222], [6, 216, 222]
[50, 59, 73], [49, 50, 73]
[213, 215, 326], [215, 254, 326]
[213, 215, 326], [207, 215, 326]
[213, 215, 326], [203, 215, 326]
[215, 254, 326], [207, 215, 326]
[215, 254, 326], [203, 215, 326]
[207, 215, 326], [203, 215, 326]
[31, 107, 132], [31, 132, 221]
[31, 107, 132], [31, 132, 209]
[31, 107, 132], [31, 132, 176]
[31, 107, 132], [31, 132, 210]
[31, 132, 221], [31, 132, 209]
[31, 132, 221], [31, 132, 176]
[31, 132, 221], [31, 132, 210]
[31, 132, 209], [31, 132, 176]
[31, 132, 209], [31, 132, 210]
[31, 132, 176], [31, 132, 210]
[25, 152, 153], [25, 152, 318]
[25, 152, 153], [25, 152, 167]
[25, 152, 318], [25, 152, 167]
[25, 152, 153], [25, 153, 271]
[25, 152, 153], [25, 153, 167]
[25, 153, 271], [25, 153, 167]
[28, 32, 76], [32, 33, 76]
[33, 114, 116], [33, 61, 114]
[33, 114, 116], [32, 33, 114]
[33, 114, 116], [33, 114, 117]
[33, 61, 114], [32, 33, 114]
[33, 61, 114], [33, 114, 117]
[32, 33, 114], [33, 114, 117]
[33, 114, 116], [83, 114, 116]
[33, 114, 116], [61, 114, 116]
[33, 114, 116], [65, 114, 116]
[33, 114, 116], [64, 114, 116]
[83, 114, 116], [61, 114, 116]
[83, 114, 116], [65, 114, 116]
[83, 114, 116], [64, 114, 116]
[61, 114, 116], [65, 114, 116]
[61, 114, 116], [64, 114, 116]
[65, 114, 116], [64, 114, 116]
[150, 305, 313], [142, 305, 313]
[7, 76, 94], [7, 94, 122]
[7, 76, 94], [7, 85, 94]
[7, 94, 122], [7, 85, 94]
[7, 76, 94], [76, 94, 108]
[7, 76, 94], [76, 94, 107]
[7, 76, 94], [76, 85, 94]
[7, 76, 94], [8, 76, 94]
[76, 94, 108], [76, 94, 107]
[76, 94, 108], [76, 85, 94]
[76, 94, 108], [8, 76, 94]
[76, 94, 107], [76, 85, 94]
[76, 94, 107], [8, 76, 94]
[76, 85, 94], [8, 76, 94]
[110, 239, 261], [110, 225, 239]
[110, 239, 261], [238, 239, 261]
[110, 239, 261], [108, 239, 261]
[110, 239, 261], [56, 239, 261]
[110, 239, 261], [175, 239, 261]
[110, 239, 261], [55, 239, 261]
[110, 239, 261], [88, 239, 261]
[238, 239, 261], [108, 239, 261]
[238, 239, 261], [56, 239, 261]
[238, 239, 261], [175, 239, 261]
[238, 239, 261], [55, 239, 261]
[238, 239, 261], [88, 239, 261]
[108, 239, 261], [56, 239, 261]
[108, 239, 261], [175, 239, 261]
[108, 239, 261], [55, 239, 261]
[108, 239, 261], [88, 239, 261]
[56, 239, 261], [175, 239, 261]
[56, 239, 261], [55, 239, 261]
[56, 239, 261], [88, 239, 261]
[175, 239, 261], [55, 239, 261]
[175, 239, 261], [88, 239, 261]
[55, 239, 261], [88, 239, 261]
[17, 36, 76], [17, 36, 116]
[17, 36, 76], [17, 36, 127]
[17, 36, 76], [17, 36, 65]
[17, 36, 116], [17, 36, 127]
[17, 36, 116], [17, 36, 65]
[17, 36, 127], [17, 36, 65]
[17, 36, 76], [17, 76, 225]
[17, 36, 76], [17, 76, 121]
[17, 36, 76], [16, 17, 76]
[17, 76, 225], [17, 76, 121]
[17, 76, 225], [16, 17, 76]
[17, 76, 121], [16, 17, 76]
[22, 72, 155], [22, 72, 95]
[22, 72, 155], [72, 155, 167]
[145, 251, 285], [148, 251, 285]
[145, 251, 285], [147, 251, 285]
[145, 251, 285], [35, 251, 285]
[145, 251, 285], [244, 251, 285]
[148, 251, 285], [147, 251, 285]
[148, 251, 285], [35, 251, 285]
[148, 251, 285], [244, 251, 285]
[147, 251, 285], [35, 251, 285]
[147, 251, 285], [244, 251, 285]
[35, 251, 285], [244, 251, 285]
[73, 184, 196], [60, 73, 184]
[29, 111, 277], [29, 111, 237]
[29, 111, 277], [29, 237, 277]
[29, 111, 277], [29, 252, 277]
[29, 237, 277], [29, 252, 277]
[5, 104, 230], [5, 104, 112]
[5, 104, 230], [5, 197, 230]
[5, 104, 230], [5, 89, 230]
[5, 197, 230], [5, 89, 230]
[33, 115, 116], [33, 64, 115]
[33, 115, 116], [33, 108, 115]
[33, 115, 116], [32, 33, 115]
[33, 64, 115], [33, 108, 115]
[33, 64, 115], [32, 33, 115]
[33, 108, 115], [32, 33, 115]
[166, 269, 299], [144, 166, 269]
[166, 269, 299], [166, 269, 292]
[166, 269, 299], [166, 202, 269]
[166, 269, 299], [166, 268, 269]
[166, 269, 299], [145, 166, 269]
[144, 166, 269], [166, 269, 292]
[144, 166, 269], [166, 202, 269]
[144, 166, 269], [166, 268, 269]
[144, 166, 269], [145, 166, 269]
[166, 269, 292], [166, 202, 269]
[166, 269, 292], [166, 268, 269]
[166, 269, 292], [145, 166, 269]
[166, 202, 269], [166, 268, 269]
[166, 202, 269], [145, 166, 269]
[166, 268, 269], [145, 166, 269]
[291, 300, 305], [202, 291, 300]
[291, 300, 305], [291, 301, 305]
[291, 300, 305], [291, 292, 305]
[291, 301, 305], [291, 292, 305]
[291, 300, 305], [142, 300, 305]
[135, 236, 277], [56, 236, 277]
[135, 236, 277], [111, 236, 277]
[56, 236, 277], [111, 236, 277]
[2, 22, 318], [2, 21, 22]
[2, 22, 318], [1, 2, 22]
[2, 22, 318], [2, 22, 279]
[2, 22, 318], [2, 22, 155]
[2, 22, 318], [2, 22, 321]
[2, 21, 22], [1, 2, 22]
[2, 21, 22], [2, 22, 279]
[2, 21, 22], [2, 22, 155]
[2, 21, 22], [2, 22, 321]
[1, 2, 22], [2, 22, 279]
[1, 2, 22], [2, 22, 155]
[1, 2, 22], [2, 22, 321]
[2, 22, 279], [2, 22, 155]
[2, 22, 279], [2, 22, 321]
[2, 22, 155], [2, 22, 321]
[2, 22, 318], [2, 27, 318]
[2, 22, 318], [22, 128, 318]
[2, 22, 318], [22, 27, 318]
[2, 22, 318], [22, 155, 318]
[22, 128, 318], [22, 27, 318]
[22, 128, 318], [22, 155, 318]
[22, 27, 318], [22, 155, 318]
[17, 115, 121], [16, 17, 115]
[17, 115, 121], [17, 64, 121]
[17, 115, 121], [17, 121, 225]
[17, 115, 121], [17, 70, 121]
[17, 115, 121], [17, 76, 121]
[17, 115, 121], [17, 121, 130]
[17, 64, 121], [17, 121, 225]
[17, 64, 121], [17, 70, 121]
[17, 64, 121], [17, 76, 121]
[17, 64, 121], [17, 121, 130]
[17, 121, 225], [17, 70, 121]
[17, 121, 225], [17, 76, 121]
[17, 121, 225], [17, 121, 130]
[17, 70, 121], [17, 76, 121]
[17, 70, 121], [17, 121, 130]
[17, 76, 121], [17, 121, 130]
[17, 115, 121], [115, 117, 121]
[40, 71, 167], [39, 40, 71]
[202, 268, 293], [104, 202, 293]
[202, 268, 293], [104, 268, 293]
[53, 63, 125], [51, 53, 125]
[134, 249, 259], [20, 249, 259]
[63, 173, 184], [63, 98, 173]
[94, 101, 108], [94, 101, 107]
[98, 177, 187], [170, 177, 187]
[98, 177, 187], [174, 177, 187]
[98, 177, 187], [177, 187, 317]
[170, 177, 187], [174, 177, 187]
[170, 177, 187], [177, 187, 317]
[174, 177, 187], [177, 187, 317]
[56, 186, 277], [56, 82, 277]
[56, 186, 277], [56, 236, 277]
[56, 186, 277], [56, 135, 277]
[56, 82, 277], [56, 236, 277]
[56, 82, 277], [56, 135, 277]
[56, 236, 277], [56, 135, 277]
[7, 37, 127], [37, 122, 127]
[7, 37, 127], [37, 70, 127]
[7, 37, 127], [8, 37, 127]
[37, 122, 127], [37, 70, 127]
[37, 122, 127], [8, 37, 127]
[37, 70, 127], [8, 37, 127]
[57, 175, 186], [57, 127, 175]
[57, 175, 186], [57, 163, 175]
[57, 175, 186], [57, 78, 175]
[57, 175, 186], [57, 175, 181]
[57, 175, 186], [30, 57, 175]
[57, 127, 175], [57, 163, 175]
[57, 127, 175], [57, 78, 175]
[57, 127, 175], [57, 175, 181]
[57, 127, 175], [30, 57, 175]
[57, 163, 175], [57, 78, 175]
[57, 163, 175], [57, 175, 181]
[57, 163, 175], [30, 57, 175]
[57, 78, 175], [57, 175, 181]
[57, 78, 175], [30, 57, 175]
[57, 175, 181], [30, 57, 175]
[57, 84, 302], [57, 84, 161]
[57, 84, 302], [57, 58, 84]
[57, 84, 302], [57, 84, 221]
[57, 84, 302], [57, 77, 84]
[57, 84, 302], [57, 84, 206]
[57, 84, 302], [57, 84, 220]
[57, 84, 302], [57, 84, 163]
[57, 84, 161], [57, 58, 84]
[57, 84, 161], [57, 84, 221]
[57, 84, 161], [57, 77, 84]
[57, 84, 161], [57, 84, 206]
[57, 84, 161], [57, 84, 220]
[57, 84, 161], [57, 84, 163]
[57, 58, 84], [57, 84, 221]
[57, 58, 84], [57, 77, 84]
[57, 58, 84], [57, 84, 206]
[57, 58, 84], [57, 84, 220]
[57, 58, 84], [57, 84, 163]
[57, 84, 221], [57, 77, 84]
[57, 84, 221], [57, 84, 206]
[57, 84, 221], [57, 84, 220]
[57, 84, 221], [57, 84, 163]
[57, 77, 84], [57, 84, 206]
[57, 77, 84], [57, 84, 220]
[57, 77, 84], [57, 84, 163]
[57, 84, 206], [57, 84, 220]
[57, 84, 206], [57, 84, 163]
[57, 84, 220], [57, 84, 163]
[8, 92, 116], [4, 92, 116]
[8, 92, 116], [92, 116, 127]
[4, 92, 116], [92, 116, 127]
[73, 170, 173], [170, 173, 317]
[73, 170, 173], [170, 173, 174]
[73, 170, 173], [126, 170, 173]
[170, 173, 317], [170, 173, 174]
[170, 173, 317], [126, 170, 173]
[170, 173, 174], [126, 170, 173]
[26, 71, 75], [25, 26, 71]
[26, 71, 75], [71, 75, 152]
[26, 71, 75], [71, 75, 279]
[71, 75, 152], [71, 75, 279]
[4, 47, 94], [3, 4, 94]
[4, 47, 94], [4, 94, 108]
[4, 47, 94], [4, 92, 94]
[3, 4, 94], [4, 94, 108]
[3, 4, 94], [4, 92, 94]
[4, 94, 108], [4, 92, 94]
[133, 205, 269], [133, 205, 303]
[133, 205, 269], [133, 205, 258]
[133, 205, 303], [133, 205, 258]
[18, 72, 87], [18, 72, 246]
[18, 72, 87], [55, 72, 87]
[218, 219, 262], [219, 229, 262]
[49, 170, 171], [49, 170, 187]
[49, 170, 171], [49, 170, 196]
[49, 170, 171], [49, 170, 317]
[49, 170, 171], [49, 73, 170]
[49, 170, 187], [49, 170, 196]
[49, 170, 187], [49, 170, 317]
[49, 170, 187], [49, 73, 170]
[49, 170, 196], [49, 170, 317]
[49, 170, 196], [49, 73, 170]
[49, 170, 317], [49, 73, 170]
[49, 170, 171], [49, 171, 187]
[49, 170, 171], [49, 171, 177]
[49, 171, 187], [49, 171, 177]
[203, 207, 208], [207, 208, 296]
[102, 153, 167], [22, 102, 153]
[9, 265, 288], [258, 265, 288]
[9, 265, 288], [133, 265, 288]
[9, 265, 288], [265, 288, 303]
[258, 265, 288], [133, 265, 288]
[258, 265, 288], [265, 288, 303]
[133, 265, 288], [265, 288, 303]
[72, 317, 320], [177, 317, 320]
[5, 89, 106], [5, 89, 197]
[5, 89, 106], [5, 18, 89]
[5, 89, 106], [5, 12, 89]
[5, 89, 106], [5, 89, 230]
[5, 89, 197], [5, 18, 89]
[5, 89, 197], [5, 12, 89]
[5, 89, 197], [5, 89, 230]
[5, 18, 89], [5, 12, 89]
[5, 18, 89], [5, 89, 230]
[5, 12, 89], [5, 89, 230]
[203, 204, 256], [203, 204, 227]
[53, 60, 183], [60, 62, 183]
[65, 115, 116], [64, 65, 115]
[65, 115, 116], [61, 65, 115]
[64, 65, 115], [61, 65, 115]
[166, 276, 285], [145, 166, 285]
[166, 276, 285], [144, 166, 285]
[145, 166, 285], [144, 166, 285]
[166, 276, 285], [268, 276, 285]
[142, 287, 305], [9, 287, 305]
[142, 287, 305], [141, 287, 305]
[142, 287, 305], [172, 287, 305]
[142, 287, 305], [281, 287, 305]
[9, 287, 305], [141, 287, 305]
[9, 287, 305], [172, 287, 305]
[9, 287, 305], [281, 287, 305]
[141, 287, 305], [172, 287, 305]
[141, 287, 305], [281, 287, 305]
[172, 287, 305], [281, 287, 305]
[166, 273, 301], [144, 166, 301]
[166, 273, 301], [145, 166, 301]
[144, 166, 301], [145, 166, 301]
[166, 273, 301], [273, 301, 305]
[166, 273, 301], [273, 285, 301]
[166, 273, 301], [273, 301, 303]
[273, 301, 305], [273, 285, 301]
[273, 301, 305], [273, 301, 303]
[273, 285, 301], [273, 301, 303]
[13, 226, 259], [5, 13, 226]
[13, 226, 259], [13, 105, 226]
[13, 226, 259], [13, 104, 226]
[13, 226, 259], [13, 226, 298]
[13, 226, 259], [13, 226, 262]
[5, 13, 226], [13, 105, 226]
[5, 13, 226], [13, 104, 226]
[5, 13, 226], [13, 226, 298]
[5, 13, 226], [13, 226, 262]
[13, 105, 226], [13, 104, 226]
[13, 105, 226], [13, 226, 298]
[13, 105, 226], [13, 226, 262]
[13, 104, 226], [13, 226, 298]
[13, 104, 226], [13, 226, 262]
[13, 226, 298], [13, 226, 262]
[13, 226, 259], [222, 226, 259]
[22, 75, 128], [22, 102, 128]
[22, 75, 128], [22, 128, 318]
[22, 75, 128], [21, 22, 128]
[22, 75, 128], [22, 81, 128]
[22, 102, 128], [22, 128, 318]
[22, 102, 128], [21, 22, 128]
[22, 102, 128], [22, 81, 128]
[22, 128, 318], [21, 22, 128]
[22, 128, 318], [22, 81, 128]
[21, 22, 128], [22, 81, 128]
[22, 75, 128], [26, 75, 128]
[100, 107, 126], [100, 107, 174]
[100, 107, 126], [100, 107, 170]
[100, 107, 174], [100, 107, 170]
[13, 78, 108], [78, 107, 108]
[6, 134, 218], [6, 89, 134]
[6, 134, 218], [6, 134, 229]
[6, 134, 218], [6, 112, 134]
[6, 134, 218], [6, 134, 216]
[6, 89, 134], [6, 134, 229]
[6, 89, 134], [6, 112, 134]
[6, 89, 134], [6, 134, 216]
[6, 134, 229], [6, 112, 134]
[6, 134, 229], [6, 134, 216]
[6, 112, 134], [6, 134, 216]
[59, 126, 177], [59, 126, 188]
[59, 126, 177], [59, 126, 317]
[59, 126, 177], [59, 126, 170]
[59, 126, 188], [59, 126, 317]
[59, 126, 188], [59, 126, 170]
[59, 126, 317], [59, 126, 170]
[59, 126, 177], [59, 177, 188]
[59, 126, 177], [59, 118, 177]
[59, 177, 188], [59, 118, 177]
[9, 11, 313], [9, 313, 316]
[9, 11, 313], [9, 285, 313]
[9, 313, 316], [9, 285, 313]
[9, 11, 313], [11, 235, 313]
[21, 22, 95], [22, 72, 95]
[21, 22, 95], [22, 95, 149]
[22, 72, 95], [22, 95, 149]
[41, 61, 91], [41, 91, 179]
[41, 61, 91], [41, 91, 115]
[41, 61, 91], [41, 91, 101]
[41, 61, 91], [41, 91, 92]
[41, 61, 91], [41, 85, 91]
[41, 61, 91], [28, 41, 91]
[41, 61, 91], [41, 91, 107]
[41, 61, 91], [41, 76, 91]
[41, 91, 179], [41, 91, 115]
[41, 91, 179], [41, 91, 101]
[41, 91, 179], [41, 91, 92]
[41, 91, 179], [41, 85, 91]
[41, 91, 179], [28, 41, 91]
[41, 91, 179], [41, 91, 107]
[41, 91, 179], [41, 76, 91]
[41, 91, 115], [41, 91, 101]
[41, 91, 115], [41, 91, 92]
[41, 91, 115], [41, 85, 91]
[41, 91, 115], [28, 41, 91]
[41, 91, 115], [41, 91, 107]
[41, 91, 115], [41, 76, 91]
[41, 91, 101], [41, 91, 92]
[41, 91, 101], [41, 85, 91]
[41, 91, 101], [28, 41, 91]
[41, 91, 101], [41, 91, 107]
[41, 91, 101], [41, 76, 91]
[41, 91, 92], [41, 85, 91]
[41, 91, 92], [28, 41, 91]
[41, 91, 92], [41, 91, 107]
[41, 91, 92], [41, 76, 91]
[41, 85, 91], [28, 41, 91]
[41, 85, 91], [41, 91, 107]
[41, 85, 91], [41, 76, 91]
[28, 41, 91], [41, 91, 107]
[28, 41, 91], [41, 76, 91]
[41, 91, 107], [41, 76, 91]
[104, 202, 293], [104, 276, 293]
[104, 202, 293], [104, 268, 293]
[104, 202, 293], [104, 105, 293]
[104, 276, 293], [104, 268, 293]
[104, 276, 293], [104, 105, 293]
[104, 268, 293], [104, 105, 293]
[110, 225, 239], [110, 225, 241]
[110, 225, 239], [225, 232, 239]
[172, 268, 276], [136, 172, 276]
[59, 177, 188], [59, 126, 188]
[59, 177, 188], [59, 170, 188]
[59, 177, 188], [59, 171, 188]
[59, 126, 188], [59, 170, 188]
[59, 126, 188], [59, 171, 188]
[59, 170, 188], [59, 171, 188]
[161, 206, 324], [161, 191, 324]
[141, 265, 287], [141, 202, 265]
[141, 265, 287], [141, 172, 265]
[141, 265, 287], [141, 144, 265]
[141, 265, 287], [141, 258, 265]
[141, 265, 287], [141, 205, 265]
[141, 202, 265], [141, 172, 265]
[141, 202, 265], [141, 144, 265]
[141, 202, 265], [141, 258, 265]
[141, 202, 265], [141, 205, 265]
[141, 172, 265], [141, 144, 265]
[141, 172, 265], [141, 258, 265]
[141, 172, 265], [141, 205, 265]
[141, 144, 265], [141, 258, 265]
[141, 144, 265], [141, 205, 265]
[141, 258, 265], [141, 205, 265]
[84, 132, 161], [84, 132, 191]
[232, 236, 312], [236, 241, 312]
[205, 258, 288], [205, 288, 299]
[136, 172, 276], [136, 142, 172]
[139, 198, 241], [17, 139, 198]
[139, 198, 241], [84, 139, 198]
[139, 198, 241], [138, 139, 198]
[139, 198, 241], [139, 191, 198]
[139, 198, 241], [139, 181, 198]
[17, 139, 198], [84, 139, 198]
[17, 139, 198], [138, 139, 198]
[17, 139, 198], [139, 191, 198]
[17, 139, 198], [139, 181, 198]
[84, 139, 198], [138, 139, 198]
[84, 139, 198], [139, 191, 198]
[84, 139, 198], [139, 181, 198]
[138, 139, 198], [139, 191, 198]
[138, 139, 198], [139, 181, 198]
[139, 191, 198], [139, 181, 198]
[139, 198, 241], [198, 236, 241]
[57, 127, 175], [57, 58, 127]
[42, 47, 107], [42, 76, 107]
[239, 267, 277], [135, 239, 277]
[239, 267, 277], [261, 267, 277]
[239, 267, 277], [245, 267, 277]
[239, 267, 277], [267, 277, 312]
[261, 267, 277], [245, 267, 277]
[261, 267, 277], [267, 277, 312]
[245, 267, 277], [267, 277, 312]
[83, 123, 135], [15, 123, 135]
[83, 123, 135], [123, 135, 284]
[15, 123, 135], [123, 135, 284]
